thread_count,id,load_time,max_time,time
1,0,285528,154799
1,1,142440,185141
1,2,175621,236533
1,3,143642,107610
1,4,91354,75712
1,5,105519,79158
1,6,63700,73457
1,7,67727,65529
1,8,97146,71340
1,9,76567,70936
1,10,112573,102359
1,11,70905,69163
1,12,73726,67761
1,13,62659,69648
1,14,151283,150244
1,15,93855,81134
1,16,89724,74378
1,17,69673,125285
1,18,57052,60642
1,19,51932,54991
1,20,49454,44888
1,21,49564,49654
1,22,67838,56231
1,23,103263,64404
1,24,43664,49647
1,25,38533,40902
1,26,41643,41094
1,27,40960,41895
1,28,47090,49611
1,29,41696,39110
1,30,37456,40397
1,31,41255,40699
1,32,36905,37438
1,33,38916,41019
1,34,37813,39468
1,35,40720,47949
1,36,46714,41525
1,37,39748,43971
1,38,44927,62627
1,39,55533,62499
1,40,51533,46693
1,41,47785,51421
1,42,43274,48270
1,43,42659,51369
1,44,41793,60878
1,45,43052,46707
1,46,71258,44793
1,47,129695,52045
1,48,48195,47919
1,49,41409,48751
2,0,103009,83482
2,1,75221,140063
2,2,75171,75134
2,3,85149,78066
2,4,78292,102504
2,5,85386,77271
2,6,67490,73063
2,7,51948,53596
2,8,52674,47528
2,9,49849,76083
2,10,43975,43849
2,11,45644,51915
2,12,47175,46456
2,13,44349,51685
2,14,48280,42948
2,15,53682,50790
2,16,56031,128419
2,17,88423,51069
2,18,46451,43819
2,19,46854,45701
2,20,55943,121728
2,21,60016,90632
2,22,75856,54489
2,23,52049,59119
2,24,53306,42515
2,25,44301,46477
2,26,44666,43045
2,27,42281,46135
2,28,59087,55561
2,29,50340,59275
2,30,93794,67203
2,31,69308,66826
2,32,66780,65397
2,33,64290,139367
2,34,66432,65516
2,35,103744,60911
2,36,59773,46979
2,37,71603,56673
2,38,50511,65769
2,39,57005,52283
2,40,51169,52930
2,41,68741,57388
2,42,56684,54374
2,43,64693,39861
2,44,46062,43137
2,45,53249,48077
2,46,46763,51395
2,47,48877,42029
2,48,40268,42776
2,49,52690,50146
4,0,102201,72722
4,1,78418,76793
4,2,86994,70145
4,3,75606,78764
4,4,72814,92304
4,5,72767,84611
4,6,66384,73652
4,7,106564,73458
4,8,66437,66237
4,9,68638,84799
4,10,86722,80180
4,11,76991,82568
4,12,80303,71078
4,13,81057,72849
4,14,75988,77811
4,15,82463,73839
4,16,77062,70819
4,17,79186,78929
4,18,75447,84345
4,19,70713,73537
4,20,76157,83198
4,21,120252,113934
4,22,123640,81355
4,23,71923,75586
4,24,85200,51448
4,25,57122,69399
4,26,57207,59192
4,27,55208,63869
4,28,62731,68459
4,29,74522,80735
4,30,71088,58305
4,31,111082,81276
4,32,68065,72753
4,33,71094,85713
4,34,59165,56003
4,35,58464,57674
4,36,65180,67439
4,37,63131,67134
4,38,72788,88248
4,39,72990,63004
4,40,80675,72155
4,41,88188,84855
4,42,67248,122713
4,43,67456,79318
4,44,80173,60474
4,45,91300,64881
4,46,74299,66237
4,47,61580,63905
4,48,64519,71200
4,49,110422,66052
8,0,212840,194250
8,1,194974,169036
8,2,145134,151780
8,3,178749,125329
8,4,127963,126541
8,5,131127,118925
8,6,138388,122728
8,7,131865,136996
8,8,126659,119236
8,9,126431,121272
8,10,132773,123374
8,11,126333,132879
8,12,127739,135468
8,13,144687,144341
8,14,131447,135872
8,15,141528,134962
8,16,144298,139594
8,17,138724,133215
8,18,126780,121877
8,19,156082,125445
8,20,128862,134843
8,21,113908,110940
8,22,121801,108302
8,23,121889,105095
8,24,147868,107631
8,25,119092,108305
8,26,111575,126059
8,27,126369,109566
8,28,110697,126105
8,29,122218,117488
8,30,135406,153782
8,31,145348,117883
8,32,128735,118935
8,33,147699,120381
8,34,164884,110451
8,35,120270,110570
8,36,110860,126502
8,37,114136,112364
8,38,115139,107653
8,39,128018,107490
8,40,112045,126228
8,41,118238,99556
8,42,107742,121550
8,43,118367,97210
8,44,118536,96679
8,45,113427,95244
8,46,100536,97919
8,47,126725,96148
8,48,101221,98746
8,49,100171,95865
16,0,231319,219671
16,1,239452,217031
16,2,229913,214953
16,3,234629,213689
16,4,244824,223251
16,5,282797,210931
16,6,245586,198377
16,7,203604,209917
16,8,214130,196807
16,9,204621,193124
16,10,207986,195491
16,11,214640,194892
16,12,235466,206665
16,13,230851,210802
16,14,224378,202887
16,15,217940,220605
16,16,244659,240106
16,17,222689,210709
16,18,200575,194654
16,19,195859,200585
16,20,197489,189838
16,21,223220,193556
16,22,709776,215595
16,23,267589,201890
16,24,283961,285710
16,25,300756,282695
16,26,310463,233416
16,27,252985,249535
16,28,242689,207240
16,29,245909,196684
16,30,323716,209843
16,31,241708,200514
16,32,266410,214242
16,33,225550,202053
16,34,221799,198279
16,35,216353,199451
16,36,215935,203506
16,37,225608,193709
16,38,203796,195326
16,39,243787,223064
16,40,226937,191496
16,41,211506,190218
16,42,204393,211942
16,43,201335,193799
16,44,201056,191407
16,45,199602,193644
16,46,207668,209594
16,47,213001,193382
16,48,213414,531002
16,49,195897,190942
26,0,345493,330954
26,1,341798,317996
26,2,345898,324991
26,3,352297,330167
26,4,384552,357579
26,5,362089,339754
26,6,375925,356836
26,7,365140,342503
26,8,346668,336876
26,9,358283,369245
26,10,688204,358749
26,11,378132,349460
26,12,372106,351650
26,13,364103,327254
26,14,343311,1223863
26,15,460528,1224912
26,16,364471,338280
26,17,369126,334348
26,18,361201,328777
26,19,356524,359029
26,20,350906,329745
26,21,354269,323837
26,22,345796,319292
26,23,331500,322728
26,24,833668,316869
26,25,401756,366312
26,26,359005,323273
26,27,339111,406158
26,28,390326,504223
26,29,350022,322074
26,30,331829,328438
26,31,338934,326137
26,32,352134,321585
26,33,342590,335543
26,34,349440,321299
26,35,339098,318618
26,36,343987,315285
26,37,338782,318258
26,38,343792,324861
26,39,336633,317888
26,40,346568,334826
26,41,395519,479045
26,42,380151,358854
26,43,355742,321798
26,44,334706,322312
26,45,348235,351469
26,46,719938,328591
26,47,350705,341386
26,48,368409,325026
26,49,341553,325942
32,0,430638,413832
32,1,523796,523309
32,2,427691,412382
32,3,508401,404795
32,4,437797,848579
32,5,445307,457323
32,6,431046,408399
32,7,428488,401558
32,8,418450,391440
32,9,454294,410443
32,10,424648,392840
32,11,437812,387721
32,12,405405,392426
32,13,439075,396753
32,14,513269,395780
32,15,420386,416793
32,16,437751,403165
32,17,424356,407138
32,18,423766,415612
32,19,480379,414501
32,20,445291,420102
32,21,432174,411395
32,22,495753,408239
32,23,435784,403169
32,24,467835,417268
32,25,440878,414933
32,26,446430,418254
32,27,428035,425161
32,28,481548,447856
32,29,444679,413027
32,30,422089,438933
32,31,433610,411380
32,32,437836,419643
32,33,433906,397758
32,34,461329,430813
32,35,425943,400089
32,36,421996,392605
32,37,432699,420642
32,38,417628,431152
32,39,900666,404144
32,40,452432,403116
32,41,489171,617489
32,42,537374,419722
32,43,450625,403398
32,44,414258,402123
32,45,424539,749103
32,46,408023,393651
32,47,421314,400197
32,48,418085,400693
32,49,416222,421474
64,0,922990,824871
64,1,883589,823148
64,2,1011493,993208
64,3,865881,825649
64,4,1402310,840235
64,5,997050,828473
64,6,868089,938305
64,7,1114626,908554
64,8,1065211,902201
64,9,924390,851382
64,10,900402,873770
64,11,928986,1769852
64,12,1025404,851414
64,13,888725,1351505
64,14,1789638,1148449
64,15,2759682,1145417
64,16,1178410,1064486
64,17,7393905,1234990
64,18,1176185,1177526
64,19,1123950,838969
64,20,944769,807551
64,21,1080201,842987
64,22,875371,807824
64,23,859599,820551
64,24,849888,858977
64,25,828956,1036043
64,26,972660,864729
64,27,881959,817687
64,28,878557,836998
64,29,883436,823336
64,30,878357,820656
64,31,879893,842087
64,32,866940,845856
64,33,892201,839104
64,34,884871,851463
64,35,869791,815091
64,36,873349,828761
64,37,909733,885628
64,38,903287,860228
64,39,944559,853802
64,40,887488,834918
64,41,891409,845836
64,42,885761,856027
64,43,925515,845402
64,44,911795,833275
64,45,875958,835007
64,46,922090,908859
64,47,881192,844333
64,48,883321,871857
64,49,941994,849503
